run_name,eval_results_path,metrics_path,stored_n,recomputed_n,stored_accuracy_pct,recomputed_orig_acc_pct,accuracy_diff_pp,stored_consistency_pct,recomputed_consistency_pct,consistency_diff_pp,status
SFT_unbalanced_lr1e6,results/SFT_unbalanced_lr1e6/eval/eval_results.json,results/SFT_unbalanced_lr1e6/eval/metrics.json,449,449,84.4097995545657,84.4097995545657,0.0,79.06458797327394,79.06458797327394,0.0,ok
antiprompt_mistral,results/antiprompt_mistral/eval_results.json,results/antiprompt_mistral/metrics.json,449,449,98.66369710467706,98.66369710467706,0.0,18.93095768374165,18.93095768374165,0.0,ok
antiprompt_qwen3,results/antiprompt_qwen3/eval_results.json,results/antiprompt_qwen3/metrics.json,449,449,56.792873051224944,56.792873051224944,0.0,77.06013363028953,77.06013363028953,0.0,ok
antiprompt_qwen3_nothink,results/antiprompt_qwen3_nothink/eval_results.json,results/antiprompt_qwen3_nothink/metrics.json,449,449,87.97327394209354,87.97327394209354,0.0,80.17817371937639,80.17817371937639,0.0,ok
balanced_accuracy_lr1e5,results/balanced_accuracy_lr1e5/eval/eval_results.json,results/balanced_accuracy_lr1e5/eval/metrics.json,449,449,84.18708240534521,84.18708240534521,0.0,85.96881959910914,85.96881959910914,0.0,ok
balanced_accuracy_lr1e6,results/balanced_accuracy_lr1e6/eval/eval_results.json,results/balanced_accuracy_lr1e6/eval/metrics.json,449,449,81.73719376391982,81.73719376391982,0.0,82.62806236080178,82.62806236080178,0.0,ok
balanced_calib_s2,results/balanced_calib_s2/eval/eval_results.json,results/balanced_calib_s2/eval/metrics.json,449,449,82.62806236080178,82.62806236080178,0.0,81.9599109131403,81.9599109131403,0.0,ok
balanced_calib_s3,results/balanced_calib_s3/eval/eval_results.json,results/balanced_calib_s3/eval/metrics.json,449,449,83.07349665924276,83.07349665924276,0.0,84.4097995545657,84.4097995545657,0.0,ok
balanced_decisive_lr1e5,results/balanced_decisive_lr1e5/eval/eval_results.json,results/balanced_decisive_lr1e5/eval/metrics.json,449,449,85.74610244988864,85.74610244988864,0.0,87.30512249443207,87.30512249443207,0.0,ok
balanced_decisive_s2,results/balanced_decisive_s2/eval/eval_results.json,results/balanced_decisive_s2/eval/metrics.json,449,449,82.85077951002228,82.85077951002228,0.0,84.4097995545657,84.4097995545657,0.0,ok
balanced_decisive_s3,results/balanced_decisive_s3/eval/eval_results.json,results/balanced_decisive_s3/eval/metrics.json,449,449,82.40534521158129,82.40534521158129,0.0,83.96436525612472,83.96436525612472,0.0,ok
balanced_full_lr1e5,results/balanced_full_lr1e5/eval/eval_results.json,results/balanced_full_lr1e5/eval/metrics.json,449,449,87.97327394209354,87.97327394209354,0.0,85.52338530066815,85.52338530066815,0.0,ok
balanced_full_lr1e6,results/balanced_full_lr1e6/eval/eval_results.json,results/balanced_full_lr1e6/eval/metrics.json,449,449,79.73273942093542,79.73273942093542,0.0,80.40089086859689,80.40089086859689,0.0,ok
balanced_full_s4,results/balanced_full_s4/eval/eval_results.json,results/balanced_full_s4/eval/metrics.json,449,449,82.85077951002228,82.85077951002228,0.0,83.74164810690424,83.74164810690424,0.0,ok
